"","gender","ethnicity","disability","education","income","house_ownership","new_var","new_var2","new_var3","new_var4","crime"
"57","Male","Minority","No","Some College",NA,NA,1,0.159670409631378,0,-25.0182629325048,0
"58","Male","Majority","No","Bachelor's",NA,NA,1,2.38324055811238,1,-42.5426316396484,0
"59","Female","Majority","No","High School",NA,NA,0,-0.163556283106139,1,-26.4652914626878,0
"60","Female","Minority","Yes","High School",NA,NA,0,-1.05933206248939,1,-21.2049418008264,1
"61","Male","Minority","No","High School",NA,NA,0,-1.16254119987159,1,-19.659918215608,1
"62","Female","Minority","No","Bachelor's",NA,NA,0,-0.0780773991255307,0,-17.2605845569979,0
"63","Male","Majority","No","No High School",NA,NA,0,-0.208864836474886,0,-16.2777675330486,1
"64","Female","Minority","No","High School",NA,NA,0,-0.398457279536413,0,-25.440870795762,0
"65","Male","Majority","No","High School",NA,NA,1,0.308083885838615,0,-29.3175305999925,0
"66","Female","Majority","No","Some College",NA,NA,1,0.847253252341826,1,-36.4618288152661,0
"67","Male","Majority","No","No High School",NA,NA,1,0.715150852723317,1,-29.1753198370352,0
"68","Female","Majority","No","Master's",NA,NA,1,1.31566279700666,1,-39.9603909394141,0
"69","Female","Majority","No","High School",NA,NA,0,-0.68205494430562,1,-18.8504502669025,1
"70","Female","Minority","No","Bachelor's",NA,NA,0,0.0914072924106179,1,-21.6942327250768,1
"71","Female","Majority","No","Some College",NA,NA,0,-0.103597575459069,0,-23.5042182107254,0
"72","Male","Majority","No","High School",NA,NA,1,0.277990119217453,0,-30.5490323266173,0
"73","Female","Minority","No","No High School",NA,NA,0,-2.07334960893514,1,-11.2921641456857,1
"74","Female","Minority","No","Some College",NA,NA,1,0.339161504106644,0,-27.0098808400626,0
"75","Male","Majority","No","No High School",NA,NA,0,-0.128334192778616,0,-18.8760135750318,1
"76","Male","Minority","Yes","High School",NA,NA,0,-0.427886083287343,1,-19.549175177922,1
"77","Female","Majority","No","Master's",NA,NA,1,1.96102666903031,0,-32.4150100265359,0
"78","Male","Majority","No","No High School",NA,NA,0,-0.555985890768893,0,-26.1015979772026,0
"79","Female","Majority","No","Bachelor's",NA,NA,1,0.324471629254252,1,-34.2244522877715,0
"80","Male","Majority","No","High School",NA,NA,1,0.463538213553678,0,-24.4106173966437,0
"81","Female","Minority","No","High School",NA,NA,0,-1.35221716337169,0,-14.158761765224,0
"82","Female","Majority","No","Some College",NA,NA,0,-0.215916443342157,1,-24.3407454563263,0
"83","Male","Majority","No","Some College",NA,NA,1,1.77836189480621,0,-26.2776106397147,0
"84","Female","Majority","No","Some College",NA,NA,1,0.0749866406083821,1,-30.3231675783008,0
"85","Male","Minority","No","Some College",NA,NA,1,0.749970493581559,0,-19.965844369839,0
"86","Female","Minority","No","Some College",NA,NA,1,0.0712128603332316,1,-32.2206326678482,0
"87","Male","Minority","No","High School",NA,NA,0,-0.763112038563713,1,-17.3548533854446,0
"88","Female","Majority","No","No High School",NA,NA,0,-0.396334649795611,1,-23.5822885351872,1
"89","Female","Minority","No","High School",NA,NA,0,-0.751653421154609,0,-13.141244399186,1
"90","Female","Majority","No","Master's",NA,NA,1,1.93601956838741,1,-36.4912980179788,1
"91","Female","Majority","No","Master's",NA,NA,1,1.81482922565554,1,-30.6085627628853,0
"92","Male","Minority","No","Some College",NA,NA,1,0.086020850401026,1,-30.9696823730951,0
"93","Male","Majority","No","High School",NA,NA,1,1.0368537078026,1,-38.0997789743862,0
"94","Female","Majority","Yes","Some College",NA,NA,1,0.173142737732192,0,-25.6410233006574,0
"95","Male","Majority","No","Doctorate",NA,NA,1,3.65020616689803,1,-43.9308735108595,0
"96","Male","Minority","No","High School",NA,NA,0,-0.109072074063403,0,-18.1921225393039,0
"97","Female","Majority","No","Bachelor's",NA,NA,1,1.29010057307546,1,-26.9825137787978,0
"98","Female","Minority","No","Some College",NA,NA,0,-0.100065392078154,1,-17.9110638262026,1
"99","Male","Majority","No","No High School",NA,NA,1,0.479871120799244,0,-19.1366610176078,0
"100","Male","Majority","No","Some College",NA,NA,1,0.674480304811172,0,-24.513197948486,0
"101","Female","Majority","No","High School",NA,NA,0,-0.394858541259735,0,-17.3696328506018,0
"102","Female","Majority","Yes","No High School",NA,NA,0,-0.960140916386965,1,-21.7204445652253,1
"103","Female","Majority","No","High School",NA,NA,0,-0.487267974016375,0,-14.0411171365997,1
"104","Male","Majority","No","Some College",NA,NA,1,0.810878252467598,0,-27.2643924451657,0
"105","Male","Minority","No","No High School",NA,NA,0,-1.34114749352315,0,-14.1354018441193,1
"106","Male","Majority","No","Some College",NA,NA,1,1.33841492111316,1,-41.1742507689736,0
"107","Female","Minority","No","High School",NA,NA,0,-1.50718052775033,0,-11.9958971252784,1
"108","Female","Majority","No","High School",NA,NA,0,-0.744255795019077,0,-21.4110186731199,1
"109","Male","Majority","No","Bachelor's",NA,NA,1,1.40243657193231,0,-30.3190637345507,0
"110","Female","Majority","No","High School",NA,NA,0,-0.236424471992859,1,-21.2064521289397,0
"111","Female","Minority","No","Some College",NA,NA,0,-0.804647661084884,0,-14.1465360351229,0
"112","Female","Minority","No","No High School",NA,NA,0,-1.31921453207386,1,-17.6849300312729,1
"113","Female","Majority","No","Some College",NA,NA,0,-0.617190821521999,0,-21.52338116935,0
"114","Female","Minority","No","No High School",NA,NA,0,-1.19921096596273,0,-9.38360198950196,1
"115","Female","Majority","No","No High School",NA,NA,0,-0.44668437447836,1,-22.8017770444273,0
"116","Female","Majority","No","No High School",NA,NA,0,-0.368787649804381,1,-24.5487257391521,0
"117","Male","Majority","No","No High School",NA,NA,1,0.353056088137066,1,-29.378135887259,0
"118","Male","Majority","No","No High School",NA,NA,1,0.510898883074261,0,-21.7833394123103,0
"119","Male","Minority","No","Some College",NA,NA,0,-0.358025091138433,0,-18.1704023695619,1
"120","Male","Majority","No","Some College",NA,NA,1,0.213419273870069,0,-22.0823139743433,0
"121","Male","Majority","No","High School",NA,NA,1,0.22252270083957,1,-28.3738106504995,0
"122","Female","Majority","No","Bachelor's",NA,NA,1,0.490381361566921,0,-29.0173031825852,0
"123","Male","Minority","No","Some College",NA,NA,1,0.816538233434545,0,-28.1712190869275,0
"124","Female","Minority","No","High School",NA,NA,0,-0.667780807386632,0,-19.352546133821,0
"125","Female","Minority","No","Some College",NA,NA,1,0.294164942080924,1,-17.915229372983,0
"126","Male","Majority","No","Bachelor's",NA,NA,1,1.0204387533777,0,-29.9832478240521,0
"127","Male","Majority","No","Master's",NA,NA,1,2.91056342705349,1,-47.2020538367089,0
"128","Female","Minority","No","High School",NA,NA,0,-1.44605404746707,0,-7.02407405768606,1
"129","Male","Majority","No","High School",NA,NA,1,0.489059040018031,0,-23.3919147899376,0
"130","Female","Majority","No","No High School",NA,NA,0,-0.68942090809391,0,-12.152435514168,0
"131","Male","Majority","No","No High School",NA,NA,0,-0.0621527702776323,1,-19.1432304087975,1
"132","Male","Minority","No","No High School",NA,NA,1,0.128293704459965,1,-26.0788813453158,0
"133","Female","Majority","No","No High School",NA,NA,0,-1.1092663862938,0,-9.26140519796138,0
"134","Female","Majority","No","High School",NA,NA,0,-0.816554054366098,0,-19.5933100411218,0
"135","Male","Majority","No","No High School",NA,NA,0,-0.789392780012058,0,-23.7842885162735,0
"136","Female","Minority","No","Some College",NA,NA,0,-0.871322756244602,1,-16.329370370545,0
"137","Female","Majority","No","Some College",NA,NA,0,-1.07169217371948,0,-18.1765189949485,1
"138","Male","Majority","No","Some College",NA,NA,1,0.593034041936415,1,-32.4525403149867,0
"139","Male","Majority","Yes","High School",NA,NA,0,-0.543290474775051,1,-19.7252419400378,0
"140","Female","Minority","No","Bachelor's",NA,NA,1,0.324151559710521,0,-31.1906472520085,0
"141","Male","Majority","No","High School",NA,NA,0,-0.0821653773107681,1,-23.3472947711468,0
"142","Male","Majority","No","High School",NA,NA,1,0.259733580014907,0,-17.8985759387686,0
"143","Male","Majority","No","High School",NA,NA,1,0.996827735367869,0,-29.7966731925223,0
"144","Male","Majority","No","High School",NA,NA,1,0.984413212056302,0,-29.3790752089489,0
"145","Male","Minority","No","Bachelor's",NA,NA,1,0.602126604588523,0,-33.6146356842787,0
"146","Female","Majority","No","Bachelor's",NA,NA,1,1.19048826740209,0,-23.9322272459012,0
"147","Male","Majority","No","No High School",NA,NA,1,0.646157284584148,0,-27.5281181963263,0
"148","Male","Minority","No","Master's",NA,NA,1,2.08416351170971,1,-40.0946476894279,0
"149","Female","Majority","No","No High School",NA,NA,0,-0.210030528943996,1,-14.347316993543,0
"150","Female","Majority","No","High School",NA,NA,0,-0.919169736140704,0,-18.1578841651279,1
"151","Female","Majority","No","Master's",NA,NA,1,2.63973304204494,1,-42.394633363034,0
"152","Female","Minority","No","Bachelor's",NA,NA,1,0.388572664787755,1,-24.7556643637266,0
"153","Female","Minority","No","No High School",NA,NA,0,-1.48221358163287,1,-18.521847582066,1
"154","Male","Majority","No","Some College",NA,NA,0,-0.0453915472760203,0,-26.982379158297,0
"155","Male","Majority","No","High School",NA,NA,1,0.178137902202107,1,-35.7953593979796,0
"156","Female","Majority","No","High School",NA,NA,0,-0.949424495682226,0,-11.8252635409777,1
"157","Male","Minority","No","High School",NA,NA,1,0.580864358660438,1,-27.5207572488832,0
"158","Male","Minority","No","No High School",NA,NA,0,-0.378181461751266,0,-15.6308495144899,1
"159","Female","Minority","No","High School",NA,NA,0,-1.4232905327046,1,-20.8294540652189,1
"160","Male","Minority","No","Some College",NA,NA,1,0.7376460684288,0,-27.0463529178742,0
"161","Male","Majority","No","High School",NA,NA,1,0.369459105548604,1,-23.4089688395339,0
"162","Female","Majority","No","Some College",NA,NA,0,-0.580986416466459,0,-18.2250986091775,0
"163","Female","Minority","No","No High School",NA,NA,0,-1.79108986588895,0,-13.6692170838549,1
"164","Female","Majority","No","Bachelor's",NA,NA,1,0.984458084367374,1,-18.9176372132902,0
"165","Female","Minority","No","High School",NA,NA,0,-0.488900999978959,0,-21.2762400331203,0
"166","Male","Majority","No","High School",NA,NA,0,-0.227964763504402,1,-25.0581801966953,0
"167","Male","Majority","No","Bachelor's",NA,NA,1,2.49107023139797,1,-42.7891986350293,0
"168","Male","Majority","No","High School",NA,NA,1,0.298051181134687,0,-19.45847536731,0
"169","Male","Majority","No","Some College",NA,NA,0,-0.381882312143145,1,-28.8637385321326,0
"170","Male","Majority","Yes","No High School",NA,NA,0,-0.550764809065049,1,-23.1789151810332,1
"171","Female","Majority","No","No High School",NA,NA,0,-1.21228303932376,0,-10.2953001666353,1
"172","Male","Minority","No","High School",NA,NA,1,0.388960050602977,1,-29.5673567987815,0
"173","Female","Minority","No","High School",NA,NA,0,-0.226266080021452,0,-14.105159539417,0
"174","Male","Majority","No","High School",NA,NA,1,0.564801716345138,1,-17.8350563263699,0
"175","Female","Minority","No","No High School",NA,NA,0,-2.03289424241212,0,-9.21961725095002,1
"176","Female","Majority","No","High School",NA,NA,0,-0.626833488132124,0,-18.5185986473807,0
"177","Male","Majority","No","No High School",NA,NA,0,-0.800434124493067,0,-10.9013926612143,1
"178","Female","Majority","No","Bachelor's",NA,NA,1,0.344611977894345,1,-27.3377382852573,0
"179","Male","Minority","No","No High School",NA,NA,0,-1.61748466308825,1,-17.1729382152689,1
"180","Male","Majority","No","High School",NA,NA,1,0.810845620124343,0,-21.9906008213903,0
"181","Male","Majority","No","High School",NA,NA,0,-0.387902921676124,0,-25.7706667246084,0
"182","Female","Majority","No","Some College",NA,NA,0,-0.278061936475497,1,-24.8305037397179,0
"183","Male","Minority","No","No High School",NA,NA,0,-0.333367775901257,0,-15.7259887330388,0
"184","Female","Majority","No","Master's",NA,NA,1,1.88550812366359,0,-35.5810221349974,0
"185","Male","Majority","No","High School",NA,NA,1,0.884166274228755,0,-21.0128127315198,0
"186","Male","Majority","No","High School",NA,NA,1,0.301934096533883,0,-17.7209867839981,0
"187","Male","Majority","No","Some College",NA,NA,1,1.3445778778938,1,-27.9228750811536,0
"188","Female","Majority","No","High School",NA,NA,1,0.109796494447326,1,-27.9847573594334,0
"189","Male","Minority","No","High School",NA,NA,0,-0.184449487165988,1,-22.490547981222,0
"190","Female","Minority","No","No High School",NA,NA,0,-0.763968118154769,0,-14.3866362399265,0
"191","Male","Majority","No","Some College",NA,NA,1,0.445165561536973,1,-34.9005119401174,0
"192","Male","Minority","Yes","High School",NA,NA,0,-0.143465500998758,0,-16.3216511786339,0
"193","Male","Majority","No",NA,NA,NA,1,0.970582459562171,1,-32.4365021749372,0
"194","Male","Minority","No","No High School",NA,NA,0,-0.142541323759969,0,-26.2733172748084,0
"195","Male","Minority","No","No High School",NA,NA,0,-0.745868628819198,0,-19.4587699216834,0
"196","Female","Minority","No","High School",NA,NA,0,-0.149135418757933,1,-15.050947810879,0
"197","Male","Minority","No","Bachelor's",NA,NA,1,1.13215061630269,1,-35.8858542715026,0
"198","Male","Majority","No","Master's",NA,NA,1,2.22837225167868,0,-39.7442595447368,0
"199","Male","Majority","No","Some College",NA,NA,1,0.90395887187572,0,-23.1691993809628,0
"200","Female","Minority","Yes","High School",NA,NA,0,-1.6188357623043,0,-13.8674777741139,1
"201","Female","Majority","No","No High School",NA,0,0,-0.662293299020374,1,-11.3712420648809,1
"202","Male","Minority","No","No High School",NA,0,1,0.102182447291265,1,-20.6617679227338,0
"203","Female","Majority","No","High School",NA,0,0,-0.445328587807992,0,-14.374137778083,1
"204","Female","Majority","No",NA,NA,0,0,-0.193621712064488,1,-23.4890746159621,0
"205","Male","Majority","No","High School",NA,0,1,0.306270148762689,0,-19.0756553695974,0
"206","Female","Majority","No",NA,NA,0,1,0.288558983347406,0,-18.8691782066391,0
"207","Female","Minority","No","Some College",NA,0,0,-0.689970592196344,0,-16.0556286143896,1
"208","Female","Majority","No","High School",NA,0,0,-0.386342515726774,0,-16.7040984677103,1
"209","Male","Majority","No","No High School",NA,0,1,0.0171920086753499,1,-18.1401588632411,0
"210","Male","Majority","No","Master's",NA,1,1,3.11255609148179,1,-50.0359515627096,1
"211","Female","Majority","No","High School",NA,1,1,0.186698456592928,1,-34.3762193427778,0
"212","Male","Majority","No","High School",NA,0,1,0.691429565542492,1,-30.0587128163167,0
"213","Male","Majority","No","High School",NA,0,1,0.734863632054915,1,-24.2218197433515,0
"214","Male","Majority","No","High School",NA,0,1,0.0705938252996121,0,-18.4641753034995,0
"215","Female","Majority","No","No High School",NA,0,0,-0.886860325361437,0,-16.7675030926012,1
"216","Female","Minority","No","No High School",NA,0,0,-0.518988512590186,1,-15.3308572348322,0
"217","Male","Majority","No","Bachelor's",NA,1,1,2.05371264053081,0,-34.1067185405646,0
"218","Female","Majority","No","High School",NA,0,0,-0.223661499487187,0,-18.3446712256708,0
"219","Female","Majority","No","No High School",NA,0,0,-0.834506480695081,0,-18.5370335022684,1
"220","Female","Majority","No","No High School",NA,0,0,-0.483632549481523,0,-20.6733864976789,1
"221","Female","Majority","No","No High School",NA,0,0,-1.73782591663054,0,-9.73983871591157,1
"222","Male","Minority","No","High School",NA,0,1,0.683559834631494,1,-27.7217638694549,0
"223","Female","Majority","No","High School",NA,0,0,-0.618715492186144,1,-18.0319731687081,1
"224","Female","Minority","No","High School",NA,0,0,-1.26023665272756,1,-17.1363908223573,1
"225","Male","Minority","No","High School",NA,1,0,-0.319219632162359,0,-21.8393939533286,0
"226","Male","Minority","No","Bachelor's",NA,1,1,1.51340480953174,1,-41.2022234305899,0
"227","Male","Minority","No","No High School",NA,0,0,-0.236784146637162,0,-18.409270937791,0
"228","Male","Majority","No","High School",NA,0,0,-0.429393709691867,0,-17.2303815092801,0
"229","Male","Minority","No","Some College",NA,0,1,1.09940877616835,1,-28.019383262936,0
"230","Female","Majority","No","Some College",NA,0,1,0.328931966870079,0,-22.6354619915459,0
"231","Male","Majority","No","Some College",NA,0,1,1.65753674408462,1,-24.3784087499938,0
"232","Male","Minority","Yes","High School",NA,0,0,-0.927549878640538,0,-10.77412973668,1
"233","Male","Majority","No","Some College",NA,1,1,1.23183181200695,1,-39.0235469258851,0
"234","Male","Majority","No","No High School",NA,0,1,-0.0498218638339093,0,-19.4440827041144,0
"235","Male","Minority","No","No High School",NA,0,0,-0.584301995855194,0,-15.7890170693276,0
"236","Female","Minority","No","High School",NA,0,0,-0.524197929975563,0,-20.4121902343587,1
"237","Male","Majority","No","High School",NA,0,0,-0.05295010799277,0,-15.926657289316,0
"238","Male","Majority","No","Some College",NA,0,1,1.10346062171069,1,-30.8967201866989,0
"239","Male","Majority","No","High School",NA,0,1,1.38720874903284,1,-33.2114520418742,0
"240","Male","Majority","No","High School",NA,0,0,-0.261317335112196,0,-18.5059030988054,0
"241","Female","Majority","No","Some College",NA,0,1,0.920212110492802,0,-24.3427940080993,1
"242","Male","Majority","No","Bachelor's",NA,1,1,1.1590067090621,0,-29.791130225878,0
"243","Male","Majority","No","High School",NA,1,0,-0.158984130124548,1,-24.2730587182673,0
"244","Male","Minority","No","High School",NA,0,1,0.330453565852506,0,-23.6365990858459,0
"245","Female","Majority","No","High School",NA,0,0,-0.863159748146029,0,-11.6558778847198,1
"246","Female","Minority","No","High School",NA,0,0,-1.67943193004056,1,-7.61107636025497,1
"247","Female","Majority","No","No High School",NA,0,0,-0.367434032556606,0,-14.0222078203408,0
"248","Female","Majority","No","High School",NA,0,0,-0.261608242778706,0,-22.0513107257936,1
"249","Female","Minority","No","No High School",NA,0,0,-1.77035724794352,0,-10.1261953074375,1
"250","Female","Majority","No","Bachelor's",NA,1,1,1.18645223781389,1,-36.8773563310352,0
"251","Male","Minority","No","No High School",NA,0,0,-0.615961501200323,0,-14.4038421186377,0
"252","Female","Minority","No","No High School",NA,0,0,-1.22445825907082,0,-12.3566537322997,1
"253","Female","Majority","Yes","Some College",NA,0,0,-0.425667006939429,0,-14.7136707423326,0
"254","Male","Minority","Yes","Bachelor's",NA,1,0,0.0434808907967904,1,-33.4618150081368,0
"255","Male","Majority","No","High School",NA,0,1,0.368517705527893,1,-20.0564773279474,0
"256","Female","Majority","No","High School",NA,0,0,-0.618067955580044,0,-12.3856354165225,0
"257","Female","Minority","No","Bachelor's",NA,0,0,-0.188432580215112,1,-19.9722953992356,0
"258","Female","Majority","No",NA,NA,0,0,-0.526328571669575,1,-21.4546974829519,0
"259","Male","Minority","No","High School",NA,0,0,-0.275631463969952,0,-14.3344377526675,0
"260","Female","Minority","No","High School",NA,0,0,-0.680384334812753,0,-20.917580152204,1
"261","Male","Minority","No","High School",NA,0,1,0.499900019861368,0,-20.7455407426253,0
"262","Male","Majority","No","High School",NA,1,1,0.0661210650222055,0,-24.4800769223324,0
"263","Male","Majority","No","High School",NA,0,1,0.571870629929259,1,-30.6374018357394,0
"264","Female","Majority","No","Some College",NA,0,1,0.890777188357678,1,-24.3770664247043,1
"265","Male","Minority","No","No High School",NA,0,1,0.0498097348678629,1,-14.3724850999594,0
"266","Male","Majority","No","No High School",NA,0,0,-0.111130814131962,1,-18.2545749119761,0
"267","Female","Majority","No","No High School",NA,0,0,-1.35792601074481,0,-9.02751627151482,1
"268","Male","Majority","No","High School",NA,0,1,1.15538480406563,0,-31.758693861801,0
"269","Male","Minority","No","Bachelor's",NA,0,1,1.33036407192518,0,-23.7937289867487,0
"270","Female","Majority","No","Some College",NA,0,1,0.431820292580169,1,-29.3986845981842,1
"271","Male","Majority","No","High School",NA,1,0,-0.832127928237558,1,-24.7376133634399,0
"272","Female","Majority","No","High School",NA,0,0,-0.33566329365449,1,-20.419261989412,1
"273","Male","Majority","No","No High School",NA,0,0,-1.02811235950527,1,-18.7426021314058,1
"274","Female","Majority","No","No High School",NA,0,1,-0.0497063403614844,0,-23.4727343537703,0
"275","Female","Minority","Yes","Bachelor's",NA,0,1,0.185892651520128,1,-23.1988888477193,0
"276","Male","Majority","No","High School",NA,0,1,0.290810152063963,0,-19.1922151989831,0
"277","Male","Majority","No","No High School",NA,0,1,0.353165276756713,1,-28.9547323371463,1
"278","Female","Majority","No","Some College",NA,1,0,-0.0211759175857724,1,-33.4673574521234,0
"279","Female","Majority","No","No High School",NA,0,0,-1.41788426729643,1,-18.2704736624216,1
"280","Male","Minority","No","No High School",NA,0,0,-0.472372209255704,0,-12.7014821698136,0
"281","Female","Majority","No","High School",NA,0,1,-0.0254920725949955,0,-25.022493845745,0
"282","Female","Majority","No","Some College",NA,0,0,0.015901918707055,1,-23.4017869179985,0
"283","Female","Majority","No","No High School",NA,0,1,0.0449670035130096,1,-26.0436881796843,0
"284","Female","Minority","No","High School",NA,0,0,-0.76801564485862,0,-12.6857585282266,1
"285","Male","Minority","Yes","Some College",NA,0,1,1.2117873307936,1,-33.309694668543,0
"286","Female","Majority","No","High School",NA,0,0,-0.718426484115344,1,-23.4942652018553,1
"287","Female","Majority","No","High School",NA,0,0,-0.788184620566752,1,-22.595119174804,1
"288","Male","Majority","No","No High School",NA,0,0,-0.0950362563016174,1,-17.7669146319523,0
"289","Male","Majority","No","Bachelor's",NA,0,1,1.08884080943233,0,-21.4866859878394,0
"290","Male","Minority","No","High School",NA,0,0,-0.38837259017605,1,-25.0156701367551,1
"291","Female","Majority","No","No High School",NA,0,0,-1.30852351482597,1,-14.3037311281545,1
"292","Female","Majority","No","High School",NA,0,0,-0.0793805578309033,1,-21.2005261021924,0
"293","Male","Majority","No","Some College",NA,0,1,1.22337892020584,1,-27.0707956241559,0
"294","Female","Majority","No","Some College",NA,0,1,0.0929705370856043,0,-18.7114168747157,0
"295","Male","Majority","No","Some College",NA,0,1,0.445259721520458,1,-17.7343760015732,0
"296","Female","Minority","Yes","High School",NA,0,0,-1.18027712004412,0,-8.4863055040464,1
"297","Female","Majority","No","No High School",NA,0,0,-0.850899238618738,1,-12.4186048875186,1
"298","Female","Majority","No","Master's",NA,1,1,1.57414602293847,0,-36.9259575546192,0
"299","Male","Majority","No","Some College",NA,1,1,0.606320070733898,1,-36.9318294615546,0
"300","Female","Majority","No","High School",NA,0,1,0.240409499387667,1,-21.5229941609323,0
"301","Male","Minority","Yes","High School",NA,0,0,-1.16661477548373,0,-13.3538392715511,1
"302","Female","Majority","No","High School",NA,0,0,-0.257420913515341,0,-18.3493962168102,0
"303","Male","Majority","No","No High School",NA,0,0,-0.464952796801833,0,-18.6480844352784,0
"304","Male","Majority","No",NA,NA,0,1,0.955902131704953,0,-26.6417434392062,0
"305","Female","Minority","Yes","High School",NA,0,0,-1.50413125901973,0,-9.87904541096546,0
"306","Male","Majority","No","High School",NA,0,1,0.486125102951578,1,-28.4459158327934,0
"307","Female","Minority","No","High School",NA,0,0,-1.40552963701903,0,-20.068482340182,1
"308","Female","Minority","No","Some College",NA,1,0,-1.04472537519778,1,-27.2591365713809,1
