"","gender","ethnicity","disability","education","income","house_ownership","new_var","new_var2","new_var3","new_var4","crime"
"37","Female","Majority","No","Master's",NA,NA,1,84.8327758499514,1,1392.48952388897,0
"38","Female","Minority","No","No High School",NA,NA,0,15.3888551897083,0,75.1063715912253,1
"39","Female","Majority","No","High School",NA,NA,0,52.4706098131269,0,153.436177204311,0
"40","Female","Majority","No","No High School",NA,NA,0,72.7889646967265,0,113.688780097822,0
"41","Female","Minority","No","High School",NA,NA,0,15.8996106596204,0,111.972177833909,0
"42","Male","Minority","No","High School",NA,NA,0,53.6528258887548,0,227.198487574098,0
"43","Male","Majority","No","No High School",NA,NA,0,72.3256525738537,0,205.576640795495,0
"44","Male","Majority","No","Some College",NA,NA,1,29.3641701890546,1,1462.09196570763,1
"45","Male","Majority","No",NA,NA,NA,1,59.3062381499923,1,997.174414145731,0
"46","Female","Majority","No","Master's",NA,NA,1,79.9848001594951,1,1937.77866273007,0
"47","Male","Minority","No","Bachelor's",NA,NA,1,23.0120121139945,0,434.163638311017,0
"48","Male","Minority","No","No High School",NA,NA,0,49.0296512258159,0,177.190287698307,0
"49","Male","Majority","No","No High School",NA,NA,0,78.0869127838298,1,726.122097197966,0
"50","Female","Minority","No","High School",NA,NA,0,17.7784178823109,0,123.315051939995,0
"51","Male","Majority","No","No High School",NA,NA,0,51.4727983552242,0,205.096857497318,0
"52","Male","Majority","No","High School",NA,NA,1,79.1937711041407,1,875.679733871499,0
"53","Male","Majority","No","High School",NA,NA,1,21.0165567218835,0,300.523318325408,0
"54","Male","Majority","Yes","Some College",NA,NA,1,61.8266191261854,1,891.339976413294,0
"55","Female","Minority","No","No High School",NA,NA,0,72.193009132935,1,495.698359812452,0
"56","Female","Majority","Yes","Some College",NA,NA,0,24.3445479552761,1,1019.39541033043,0
"57","Male","Minority","No","Some College",NA,NA,1,53.005798376049,0,261.950607086973,0
"58","Male","Majority","No","Bachelor's",NA,NA,1,84.5603097615722,1,1873.7458651383,0
"59","Female","Majority","No","High School",NA,NA,0,18.6427715256894,0,175.864917317232,0
"60","Female","Minority","Yes","High School",NA,NA,0,52.2559543771917,0,72.896361088724,1
"61","Male","Minority","No","High School",NA,NA,0,77.0642046370612,1,678.081932886481,0
"62","Female","Minority","No","Bachelor's",NA,NA,1,22.3412940415503,0,253.445527668111,0
"63","Male","Majority","No","No High School",NA,NA,0,49.8314611147443,0,212.317051352029,0
"64","Female","Minority","No","High School",NA,NA,0,71.9993859978061,0,307.771571082794,0
"65","Male","Majority","No","High School",NA,NA,1,17.8823522179975,0,520.968013595918,0
"66","Female","Majority","No","Some College",NA,NA,1,58.4633717234064,1,1249.17144321989,0
"67","Male","Majority","No","No High School",NA,NA,1,79.7425927661755,1,846.628916422932,0
"68","Female","Majority","No","Master's",NA,NA,1,25.5306272189134,0,891.632919528122,0
"69","Female","Majority","No","High School",NA,NA,0,56.1195408317618,1,648.882569159761,0
"70","Female","Minority","No","Bachelor's",NA,NA,1,86.1053933606991,1,1264.25699763726,0
"71","Female","Majority","No",NA,NA,NA,0,18.5360712631413,0,432.360709777263,0
"72","Male","Majority","No","High School",NA,NA,1,48.311689940079,0,267.290370386741,0
"73","Female","Minority","No","No High School",NA,NA,0,74.2691002670241,1,423.156552104778,0
"74","Female","Minority","No","Some College",NA,NA,0,17.8122094477569,0,401.980309036425,0
"75","Male","Majority","No","No High School",NA,NA,0,48.8122213708935,0,214.438257457118,0
"76","Male","Minority","Yes",NA,NA,NA,0,78.556336644511,1,642.009447474873,0
"77","Female","Majority","No","Master's",NA,NA,1,24.5783688448672,0,953.698005482803,0
"78","Male","Majority","No","No High School",NA,NA,0,47.0014385802605,0,405.419196658756,0
"79","Female","Majority","No","Bachelor's",NA,NA,1,81.2544009795819,1,1382.92027982293,0
"80","Male","Majority","No","High School",NA,NA,1,20.6986818926316,0,536.368780908924,0
"81","Female","Minority","No","High School",NA,NA,0,52.3644293713433,0,260.418455604524,0
"82","Female","Majority","No","Some College",NA,NA,0,78.3282374708757,1,755.644050375397,0
"83","Male","Majority","No","Some College",NA,NA,1,21.8558411773831,0,414.609831800044,0
"84","Female","Majority","No","Some College",NA,NA,0,58.6264127527497,1,1163.8330494146,0
"85","Male","Minority","No","Some College",NA,NA,1,79.4306593454436,1,920.835039904234,0
"86","Female","Minority","No","Some College",NA,NA,0,20.8866882928847,0,389.309132074134,0
"87","Male","Minority","No","High School",NA,NA,0,57.0851596018054,1,714.728606196728,0
"88","Female","Majority","No","No High School",NA,NA,0,75.731545889064,1,604.647183803993,0
"89","Female","Minority","No","High School",NA,NA,0,17.0242398012013,0,117.26161310818,0
"90","Female","Majority","No","Master's",NA,NA,1,66.3859827795303,1,1926.25326089186,0
"91","Female","Majority","No","Master's",NA,NA,1,86.1958627345578,1,1406.32302779007,0
"92","Male","Minority","No","Some College",NA,NA,1,24.2947212345061,1,1261.03072573668,0
"93","Male","Majority","No","High School",NA,NA,1,56.2526817069838,1,1376.86470820168,0
"94","Female","Majority","Yes","Some College",NA,NA,0,74.6006837519392,0,369.894392088003,0
"95","Male","Majority","No","Doctorate",NA,NA,1,30.7817427319477,1,2861.19591383068,0
"96","Male","Minority","No","High School",NA,NA,0,52.359021549274,0,213.535125799443,0
"97","Female","Majority","No","Bachelor's",NA,NA,1,87.8404349147347,1,1506.80407281834,0
"98","Female","Minority","No","Some College",NA,NA,0,24.459965100673,1,695.744137385391,0
"99","Male","Majority","No","No High School",NA,NA,1,50.9306536333698,1,822.230918067972,0
"100","Male","Majority","No","Some College",NA,NA,1,77.5310167354514,1,996.385534426069,0
"101","Female","Majority","No","High School",NA,NA,0,16.103675420117,0,162.006234170316,0
"102","Female","Majority","Yes","No High School",NA,NA,0,49.2057219130345,0,77.160363398331,1
"103","Female","Majority","No","High School",NA,NA,0,75.0341768059752,1,660.370131618336,0
"104","Male","Majority","No","Some College",NA,NA,1,21.8138104022986,0,625.673734030807,0
"105","Male","Minority","No","No High School",NA,NA,0,46.8474687981404,0,125.485746941888,0
"106","Male","Majority","No","Some College",NA,NA,1,80.862197894739,1,1512.43918826311,0
"107","Female","Minority","No","High School",NA,NA,0,15.4843616354948,0,89.7478613775321,0
"108","Female","Majority","No","High School",NA,NA,0,48.3511227926504,0,143.015848730367,0
"109","Male","Majority","No","Bachelor's",NA,NA,1,81.1885006079521,1,1736.93467607005,0
"110","Female","Majority","No","High School",NA,NA,0,21.0122230383064,1,685.847812054634,0
"111","Female","Minority","No","Some College",NA,NA,0,54.04240132857,0,144.222419266108,0
"112","Female","Minority","No","No High School",NA,NA,0,74.1818301170743,1,472.63966347719,1
"113","Female","Majority","No","Some College",NA,NA,0,15.0787793761575,0,182.999081830636,0
"114","Female","Minority","No","No High School",NA,NA,0,48.3631852960735,0,78.4676490241458,0
"115","Female","Majority","No","No High School",NA,NA,0,75.9311886684854,1,601.005014355246,0
"116","Female","Majority","No","No High School",NA,NA,0,16.881122084104,0,136.050486474671,0
"117","Male","Majority","No","No High School",NA,NA,0,51.4050953906992,0,240.285348972428,0
"118","Male","Majority","No","No High School",NA,NA,1,76.3469602658687,1,823.631498626628,0
"119","Male","Minority","No","Some College",NA,NA,1,20.0467525417239,0,239.917472936603,0
"120","Male","Majority","No","Some College",NA,NA,1,54.967760508812,0,314.954513277586,0
"121","Male","Majority","No","High School",NA,NA,1,79.6252260886374,1,875.585628156499,0
"122","Female","Majority","No","Bachelor's",NA,NA,1,21.1916207718447,0,593.923883487228,0
"123","Male","Minority","No","Some College",NA,NA,1,56.4557596784556,1,1342.88255260053,0
"124","Female","Minority","No","High School",NA,NA,0,73.9896605905154,1,913.590971179835,0
"125","Female","Minority","No","Some College",NA,NA,0,25.4534954268151,1,728.122831297783,0
"126","Male","Majority","No","Bachelor's",NA,NA,1,58.9171484605294,1,1685.21100313954,0
"127","Male","Majority","No","Master's",NA,NA,1,85.1560049314538,1,2323.59569599095,0
"128","Female","Minority","No","High School",NA,NA,0,18.0820306458905,0,96.1573307174282,0
"129","Male","Majority","No","High School",NA,NA,1,52.4311990834735,0,285.01819036851,0
"130","Female","Majority","No","No High School",NA,NA,0,73.9243461551247,1,579.634728488483,0
"131","Male","Majority","No","No High School",NA,NA,0,20.6543401740643,1,781.687554766664,0
"132","Male","Minority","No","No High School",NA,NA,0,51.8869688624295,1,716.632987402355,0
"133","Female","Majority","No","No High School",NA,NA,0,73.8049097737196,1,547.934164178939,0
"134","Female","Majority","No","High School",NA,NA,0,16.8901855090157,0,336.119336014652,1
"135","Male","Majority","No","No High School",NA,NA,0,44.3909291220969,0,177.397703267944,0
"136","Female","Minority","No","Some College",NA,NA,0,79.2150137892378,1,630.517802414334,0
"137","Female","Majority","No","Some College",NA,NA,0,15.4738670395075,0,163.957855249987,0
"138","Male","Majority","No","Some College",NA,NA,1,60.39653945507,1,1422.65098291427,0
"139","Male","Majority","Yes","High School",NA,NA,0,81.8612775748159,1,1072.80803813919,0
"140","Female","Minority","No","Bachelor's",NA,NA,1,19.5714623276811,0,513.667107793739,0
"141","Male","Majority","No","High School",NA,NA,1,57.1606130730803,1,851.611776992686,0
"142","Male","Majority","No","High School",NA,NA,1,78.5184524469479,1,877.784542008586,0
"143","Male","Majority","No","High School",NA,NA,1,16.472720625457,0,310.853865336824,0
"144","Male","Majority","No","High School",NA,NA,1,50.9892301382409,0,310.398131906505,0
"145","Male","Minority","No","Bachelor's",NA,NA,1,76.6314423091404,0,670.483657687221,0
"146","Female","Majority","No","Bachelor's",NA,NA,1,22.5239763623438,0,373.136216852806,0
"147","Male","Majority","No","No High School",NA,NA,1,47.3448771065645,0,247.796768111477,0
"148","Male","Minority","No","Master's",NA,NA,1,86.1698591317834,1,2197.88678502823,0
"149","Female","Majority","No","No High School",NA,NA,0,22.2998394630555,1,626.084514152175,0
"150","Female","Majority","No","High School",NA,NA,0,49.3817842939212,0,138.023640310893,0
"151","Female","Majority","No","Master's",NA,NA,1,85.9628705172151,1,2026.15753934447,0
"152","Female","Minority","No","Bachelor's",NA,NA,1,26.211370710436,1,884.784719759424,0
"153","Female","Minority","No","No High School",NA,NA,0,49.2749524862769,0,72.6311013662936,0
"154","Male","Majority","No","Some College",NA,NA,1,77.1417587487406,1,1344.3905612095,0
"155","Male","Majority","No","High School",NA,NA,1,20.7184479673022,0,515.32291883828,0
"156","Female","Majority","No","High School",NA,NA,0,52.3672319133991,0,141.896212671955,0
"157","Male","Minority","No","High School",NA,NA,1,80.5937699956451,1,830.138504685635,0
"158","Male","Minority","No","No High School",NA,NA,0,15.0197324686904,0,166.335377143209,0
"159","Female","Minority","No","High School",NA,NA,0,55.2059807732927,1,845.814497170707,0
"160","Male","Minority","No","Some College",NA,NA,1,78.9627542134413,1,1333.91071449706,0
"161","Male","Majority","No",NA,NA,NA,1,24.2568480045155,1,892.985771176959,0
"162","Female","Majority","No","Some College",NA,NA,0,53.244676386673,0,187.385999077112,0
"163","Female","Minority","No",NA,NA,NA,0,67.9844049490906,0,55.9883479183658,1
"164","Female","Majority","No","Bachelor's",NA,NA,1,33.8042172537217,1,1471.96789467329,0
"165","Female","Minority","No","High School",NA,NA,0,51.7068697263215,0,305.367389686008,0
"166","Male","Majority","No","High School",NA,NA,1,79.8623304128034,1,836.511173559737,0
"167","Male","Majority","No","Bachelor's",NA,NA,1,26.3370306758911,1,1888.94525957098,0
"168","Male","Majority","No","High School",NA,NA,1,53.7761716809271,0,276.818223406187,0
"169","Male","Majority","No","Some College",NA,NA,1,81.4647408567021,1,1309.42119771302,0
"170","Male","Majority","Yes","No High School",NA,NA,0,17.1476923298082,0,149.128343194498,0
"171","Female","Majority","No","No High School",NA,NA,0,48.5439677840681,0,103.710410383481,0
"172","Male","Minority","No","High School",NA,NA,0,77.3730827955592,1,810.610585000764,0
"173","Female","Minority","No","High School",NA,NA,0,18.0030502875264,0,137.953964313717,0
"174","Male","Majority","No","High School",NA,NA,1,61.7008788907714,1,915.648720300492,0
"175","Female","Minority","No","No High School",NA,NA,0,69.1594676416922,0,52.7130304897011,1
"176","Female","Majority","No","High School",NA,NA,0,14.9074504609011,0,150.580109461315,0
"177","Male","Majority","No","No High School",NA,NA,0,50.6293080032855,0,187.100871772586,0
"178","Female","Majority","No","Bachelor's",NA,NA,1,81.652814690926,1,962.874765296087,0
"179","Male","Minority","No","No High School",NA,NA,0,17.2083287351046,0,122.55249887189,0
"180","Male","Majority","No","High School",NA,NA,1,54.0741779207211,0,305.283724116136,0
"181","Male","Majority","No","High School",NA,NA,1,75.6855148544745,1,1210.89370912174,0
"182","Female","Majority","No","Some College",NA,NA,0,23.764571348466,1,1130.54282183226,0
"183","Male","Minority","No","No High School",NA,NA,0,49.2551059226065,0,168.329791496382,0
"184","Female","Majority","No","Master's",NA,NA,1,80.6746895436151,1,1914.26982172767,0
"185","Male","Majority","No","High School",NA,NA,1,20.4616891313146,0,310.459393181096,0
"186","Male","Majority","No","High School",NA,NA,1,54.6344741612473,1,882.057512263756,0
"187","Male","Majority","No","Some College",NA,NA,1,84.3133399272653,1,1073.08183223656,0
"188","Female","Majority","No","High School",NA,NA,0,18.5666295320859,0,186.249100020644,0
"189","Male","Minority","No","High School",NA,NA,0,56.3663298392304,1,763.990932143878,0
"190","Female","Minority","No","No High School",NA,NA,0,71.6030486002099,0,89.1104020499682,0
"191","Male","Majority","No","Some College",NA,NA,1,23.4535093342461,0,598.708321059364,0
"192","Male","Minority","Yes","High School",NA,NA,0,52.5128680542238,0,160.112898222975,0
"193","Male","Majority","No","High School",NA,NA,1,80.0622287989007,1,948.335887929456,0
"194","Male","Minority","No","No High School",NA,NA,0,13.493597772344,0,378.198684472529,0
"195","Male","Minority","No","No High School",NA,NA,0,46.1456532380316,0,146.613019229618,0
"196","Female","Minority","No","High School",NA,NA,0,81.2187329095962,1,626.7826006961,0
"197","Male","Minority","No","Bachelor's",NA,NA,1,26.0058456724262,1,1591.0776603904,0
"198","Male","Majority","No","Master's",NA,NA,1,59.7710232596938,0,1158.69661741295,0
"199","Male","Majority","No","Some College",NA,NA,1,78.9117266188218,1,1021.36127739632,0
"200","Female","Minority","Yes","High School",NA,NA,0,13.9414300749291,0,50.9027489199281,0
"201","Female","Majority","No","No High School",NA,0,0,56.127349357532,1,590.879325377136,0
"202","Male","Minority","No","No High School",NA,0,0,79.5702354916172,1,717.66647393015,0
"203","Female","Majority","No","High School",NA,0,0,17.4285964553377,0,162.117355062172,0
"204","Female","Majority","No","Some College",NA,0,0,58.2030849886879,1,758.21068940961,0
"205","Male","Majority","No","High School",NA,0,1,78.09708789839,1,881.70002603376,0
"206","Female","Majority","No","Bachelor's",NA,0,1,22.5786510653326,0,319.060055980198,0
"207","Female","Minority","No","Some College",NA,0,0,53.4753812503271,0,147.68838826112,0
"208","Female","Majority","No","High School",NA,0,0,74.0898792934519,0,162.932766369352,0
"209","Male","Majority","No","No High School",NA,0,0,21.28023374484,1,786.952867652349,0
"210","Male","Majority","No","Master's",NA,1,1,63.5839706892366,1,2354.51667743189,0
"211","Female","Majority","No","High School",NA,1,0,76.6896282419288,1,1086.50294882668,0
"212","Male","Majority","No","High School",NA,0,1,21.8751371704397,0,301.773293784827,0
"213","Male","Majority","No","High School",NA,0,1,59.0961237616022,1,929.062335353308,0
"214","Male","Majority","No","High School",NA,0,1,77.6283290670902,1,858.873329753616,0
"215","Female","Majority","No","No High School",NA,0,0,12.9022429675054,0,110.76778413782,0
"216","Female","Minority","No","No High School",NA,0,0,54.060127192684,1,534.605661406221,0
"217","Male","Majority","No","Bachelor's",NA,1,1,81.3349271673893,1,1825.50063058333,0
"218","Female","Majority","No","High School",NA,0,0,16.0954153086115,0,169.14110374363,0
"219","Female","Majority","No","No High School",NA,0,0,45.7647030725565,0,111.354766230305,0
"220","Female","Majority","No","No High School",NA,0,0,70.5278817233404,0,123.765040006868,0
"221","Female","Majority","No","No High School",NA,0,0,13.9650823941908,0,85.1824392503992,0
"222","Male","Minority","No","High School",NA,0,1,56.8536813326574,1,839.89063889577,0
"223","Female","Majority","No","High School",NA,0,0,78.9507513245854,1,654.80899096529,0
"224","Female","Minority","No","High School",NA,0,0,20.0095705497446,0,105.368176909236,0
"225","Male","Minority","No","High School",NA,1,0,52.9586818449269,0,421.638826712325,0
"226","Male","Minority","No","Bachelor's",NA,1,1,82.1058714061903,1,1639.0069115275,0
"227","Male","Minority","No","No High School",NA,0,0,14.0490805109021,0,170.676644703673,0
"228","Male","Majority","No","High School",NA,0,1,52.7580385135586,0,239.316656802086,0
"229","Male","Minority","No","Some College",NA,0,1,82.9577882990272,1,959.210823351644,0
"230","Female","Majority","No","Some College",NA,0,0,17.0251139760495,0,229.0984583074,0
"231","Male","Majority","No","Some College",NA,0,1,64.4403077585771,1,1109.07734977899,0
"232","Male","Minority","Yes","High School",NA,0,0,74.7461180632399,1,597.557211609742,1
"233","Male","Majority","No","Some College",NA,1,1,23.5479268918293,0,662.343226815376,0
"234","Male","Majority","No","No High School",NA,0,0,48.6859605593457,0,216.552303441218,0
"235","Male","Minority","No","No High School",NA,0,0,73.3715845118002,0,156.811232198537,0
"236","Female","Minority","No","High School",NA,0,0,14.102287143056,0,120.380315428686,0
"237","Male","Majority","No","High School",NA,0,1,54.5302407617009,1,851.167021192702,0
"238","Male","Majority","No","Some College",NA,0,1,82.1072318243467,1,1045.51797685511,0
"239","Male","Majority","No","High School",NA,0,1,22.2045826896244,0,342.289040075028,0
"240","Male","Majority","No","High School",NA,0,1,52.6450555203196,0,247.550505136764,0
"241","Female","Majority","No","Some College",NA,0,1,77.2610069848488,1,852.605807184777,0
"242","Male","Majority","No","Bachelor's",NA,1,1,22.7936289299518,0,798.799007172848,0
"243","Male","Majority","No","High School",NA,1,1,59.4985416748563,1,1244.75677545734,0
"244","Male","Minority","No","High School",NA,0,0,73.7442982753417,0,230.931487617401,0
"245","Female","Majority","No","High School",NA,0,0,17.6107168932796,0,145.757209791811,0
"246","Female","Minority","No","High School",NA,0,0,57.7649714243353,1,510.080823640354,0
"247","Female","Majority","No","No High School",NA,0,0,74.165769853003,1,604.801818672769,1
"248","Female","Majority","No","High School",NA,0,0,14.1813574161852,0,164.397606110958,0
"249","Female","Minority","No","No High School",NA,0,0,46.0460072441272,0,59.7044473978666,0
"250","Female","Majority","No","Bachelor's",NA,1,1,82.6986840162112,1,1489.07732494119,0
"251","Male","Minority","No","No High School",NA,0,0,14.9682775442019,0,156.508126526524,0
"252","Female","Minority","No","No High School",NA,0,0,46.8338929649857,0,75.0759841408397,1
"253","Female","Majority","Yes","Some College",NA,0,0,74.9235583838481,0,146.777752916806,0
"254","Male","Minority","Yes","Bachelor's",NA,1,1,24.2047613597922,0,539.565566584721,0
"255","Male","Majority","No","High School",NA,0,1,60.0307969227609,1,894.837187477883,0
"256","Female","Majority","No",NA,NA,0,0,75.3844699268986,1,650.177607814412,0
"257","Female","Minority","No","Bachelor's",NA,1,1,27.0692620453499,1,1229.48452690822,0
"258","Female","Majority","No","High School",NA,0,0,55.341867441025,1,660.550870807567,0
"259","Male","Minority","No","High School",NA,0,0,76.3462997026889,1,752.653408691123,0
"260","Female","Minority","No","High School",NA,0,0,13.424259221738,0,113.638328807614,0
"261","Male","Minority","No","High School",NA,0,1,53.3636977069932,0,242.338663655832,0
"262","Male","Majority","No","High School",NA,1,1,77.7032603077134,1,1260.93665799831,0
"263","Male","Majority","No","High School",NA,0,1,21.2705308281203,0,294.224228428932,0
"264","Female","Majority","No","Some College",NA,0,1,61.4617392776045,1,857.357921692686,0
"265","Male","Minority","No","No High School",NA,0,0,82.4461141193157,1,716.921331530631,0
"266","Male","Majority","No","No High School",NA,0,0,20.9555378594725,1,777.684931455893,0
"267","Female","Majority","No","No High School",NA,0,0,48.6824277411405,0,99.3772362372271,0
"268","Male","Majority","No","High School",NA,0,1,74.6587306349479,0,319.241177500134,0
"269","Male","Minority","No","Bachelor's",NA,0,1,23.0616034216604,0,438.8101298205,0
"270","Female","Majority","No","Some College",NA,0,0,57.1425036794254,0,239.441517037084,0
"271","Male","Majority","No","High School",NA,1,0,79.4420035993066,1,1167.51689181885,0
"272","Female","Majority","No","High School",NA,0,0,21.1253903050031,1,677.692228391322,0
"273","Male","Majority","No","No High School",NA,1,0,52.4344316155827,1,1058.82558539205,0
"274","Female","Majority","No","No High School",NA,0,0,70.5975080289888,0,138.605466864632,0
"275","Female","Minority","Yes","Bachelor's",NA,0,0,23.7530064214706,1,755.803010739961,0
"276","Male","Majority","No","High School",NA,0,1,53.8842082818934,0,276.59999909873,0
"277","Male","Majority","No","No High School",NA,0,0,77.0665709128677,1,812.046150827901,0
"278","Female","Majority","No","Some College",NA,1,0,20.2432557312154,0,440.345199462106,0
"279","Female","Majority","No","No High School",NA,0,0,50.3110198252313,1,526.478480308202,0
"280","Male","Minority","No","No High School",NA,0,0,75.2569322452227,1,666.574698987896,0
"281","Female","Majority","No","High School",NA,0,0,13.2948804973872,0,171.768958728651,0
"282","Female","Majority","No","Some College",NA,0,0,58.8866761065003,1,777.614218598552,0
"283","Female","Majority","No","No High School",NA,0,0,75.9885408569953,1,637.508881983482,0
"284","Female","Minority","No","High School",NA,0,0,17.2013738903358,0,116.993826089533,0
"285","Male","Minority","Yes","Some College",NA,0,1,57.9191082167255,1,850.988658146704,0
"286","Female","Majority","No","High School",NA,0,0,75.9531775330536,1,642.818430249249,0
"287","Female","Majority","No","High School",NA,0,0,18.8229533639889,0,150.701415109023,0
"288","Male","Majority","No","No High School",NA,0,0,55.7857497894269,1,779.472034088843,0
"289","Male","Majority","No","Bachelor's",NA,0,1,81.5061921850029,1,1223.09095762212,0
"290","Male","Minority","No","High School",NA,0,0,18.8793769176322,0,204.172298665519,0
"291","Female","Majority","No","No High School",NA,0,0,52.5990965494109,1,537.625559251558,1
"292","Female","Majority","No","High School",NA,0,0,79.2709214781994,1,699.644414961169,0
"293","Male","Majority","No","Some College",NA,0,1,26.3363766936364,1,1060.47072967671,0
"294","Female","Majority","No","Some College",NA,0,0,54.9853129827215,0,219.661651886411,0
"295","Male","Majority","No","Some College",NA,0,1,86.4245915652848,1,983.521886714739,0
"296","Female","Minority","Yes","High School",NA,0,0,17.8136318147034,0,68.8389705949894,1
"297","Female","Majority","No","No High School",NA,0,0,55.0087213993543,1,575.003720364586,0
"298","Female","Majority","No","Master's",NA,1,1,79.0760318278125,1,1869.33125995614,0
"299","Male","Majority","No","Some College",NA,0,1,22.8935316911152,0,342.748632559408,0
"300","Female","Majority","No","High School",NA,0,0,57.604984105917,1,725.285716980798,0
"301","Male","Minority","Yes","High School",NA,0,0,72.6414980740214,0,118.832399629603,1
"302","Female","Majority","No","High School",NA,0,0,16.0008763737246,0,167.563872203197,0
"303","Male","Majority","No","No High School",NA,0,0,47.8918394261701,0,197.469435137402,0
"304","Male","Majority","No",NA,NA,0,1,75.4394511093904,1,863.965124286731,0
"305","Female","Minority","Yes","High School",NA,0,0,16.2144701627757,0,57.7671011930046,0
"306","Male","Majority","No","High School",NA,0,1,56.2946937011586,1,901.673087730507,0
"307","Female","Minority","No","High School",NA,0,0,67.9475328631971,0,86.5851513814044,0
"308","Female","Minority","No","Some College",NA,1,0,20.3328737784652,0,322.850788700316,0
"309","Female","Majority","No","High School",NA,1,0,57.581490040465,1,1099.07898589707,0
"310","Male","Minority","No","No High School",NA,0,0,81.2066089930509,1,670.546568312251,1
"311","Female","Majority","No","High School",NA,0,0,22.1061423733112,1,663.198042484275,0
"312","Female","Majority","No","Master's",NA,1,1,65.3718967902192,1,2001.98128013261,0
"313","Male","Majority","No","High School",NA,0,1,74.2335543260131,0,275.49654775955,0
"314","Female","Minority","No","High School",NA,0,0,16.2280979888895,0,120.932317886269,0
"315","Male","Majority","No","High School",NA,1,1,54.295287552097,1,1321.50206011221,0
"316","Female","Majority","No","No High School",NA,0,0,76.2587168869717,1,585.016734539578,1
"317","Female","Majority","No","High School",NA,1,0,17.9887292812917,0,389.975829646724,0
"318","Male","Majority","No",NA,NA,0,1,51.5018083793714,0,278.346401875658,0
"319","Male","Minority","No","No High School",NA,0,0,80.5550866794045,1,706.831948976589,1
"320","Female","Majority","No","Some College",NA,0,1,25.3817009971551,1,860.526593132378,0
"321","Female","Majority","No","Some College",NA,0,0,57.3751835041458,1,772.066932509328,0
"322","Male","Majority","No","Some College",NA,0,1,84.2137438484037,1,1001.55069358764,0
"323","Female","Minority","No","Master's",NA,0,1,21.4492531967989,0,631.905215320559,0
"324","Female","Majority","No","No High School",NA,0,0,51.3273594112065,1,560.819284448006,0
"325","Male","Majority","No","No High School",NA,1,1,76.7331162244712,1,1224.51060487964,0
